concept_code,omop_id,omop_name
HP:0000738,433031,Hallucinations
HP:0033261,194385,Aneurysm of renal artery
HP:0001597,132706,Disorder of nail
HP:0000751,444092,Personality change
HP:0012452,73754,Restless legs
HP:0006557,197654,Congenital cystic disease of liver
HP:0012415,441419,Blood gases abnormal
HP:0009473,72995,Contracture of joint of hand
HP:0001387,72404,Joint stiffness
HP:0010953,440385,Obstructive hydrocephalus
HP:0009917,4318523,Persistent pupillary membranes
HP:0001901,135214,Polycythemia vera (clinical)
HP:0011004,4119774,Arterial malformation
HP:0002460,4092727,Distal muscle weakness
HP:0011950,4165112,Bronchiolitis
HP:0008441,4251304,Intervertebral disc prolapse
HP:0030242,199837,Portal vein thrombosis
HP:0008465,75915,Congenital absence of vertebra
HP:0009710,141456,Chilblains
HP:0000815,4279913,Primary ovarian failure
HP:0001883,4134730,Talipes
HP:0000807,4002617,"Hypospadias, balanic"
HP:0011665,40479589,Takotsubo cardiomyopathy
HP:0008551,378849,Microtia
HP:0031110,4028339,Twin-to-twin blood transfer
HP:0010307,253321,Stridor
HP:0007018,4149353,"Attention deficit hyperactivity disorder, predominantly inattentive type"
HP:0007018,438409,Attention deficit hyperactivity disorder
HP:0007018,4253962,"Attention deficit hyperactivity disorder, predominantly hyperactive impulsive type"
HP:0012621,4253536,Persistent cloaca
HP:0000716,440383,Depressive disorder
HP:0002289,4312756,Alopecia universalis
HP:0003764,4271013,Melanocytic nevus
HP:0011483,441560,Anterior synechiae
HP:0040312,4240648,Arthritis of temporomandibular joint
HP:0012486,138965,Myelitis
HP:0025236,377535,Sleep walking disorder
HP:0001907,4159647,Thromboembolic disorder
HP:0001082,200765,Chronic cholecystitis
HP:0001082,192956,Cholecystitis
HP:0033279,4055202,Enterocutaneous fistula
HP:0025671,43021729,Fetal pericardial effusion
HP:0012413,434279,Congenital syphilis
HP:0012413,4313730,Hutchinson's teeth
HP:0100758,439928,Gangrenous disorder
HP:0033590,4195436,Abscess of groin
HP:0011747,23986,Disorder of pituitary gland
HP:0012024,439788,Galactosemia
HP:0011945,36714118,Cryptogenic organizing pneumonia
HP:0003419,194133,Low back pain
HP:0001297,381316,Cerebrovascular accident
HP:0002637,374384,Cerebral ischemia
HP:0003095,80482,Suppurative arthritis
HP:0003095,4262590,Infective arthritis
HP:0003095,4180873,Infective arthritis of shoulder region
HP:0003095,4167984,Bacterial arthritis
HP:0020194,4003836,Immunoproliferative small intestinal disease (clinical)
HP:0002896,4130518,Neoplasm of liver
HP:0010458,4338827,Female pseudohermaphroditism
HP:0012768,439136,"Asphyxia, in liveborn infant"
HP:0045054,378741,Brachial plexus disorder
HP:0002901,435510,Hypocalcemia
HP:0001114,381297,Xanthoma of eyelid
HP:0000699,42535743,Diastema of teeth
HP:0003510,440076,Short stature disorder
HP:0005261,75345,Hemarthrosis of shoulder region
HP:0005261,76784,Hemarthrosis
HP:0000495,374946,Recurrent erosion of cornea
HP:0007802,437281,Granular corneal dystrophy
HP:0100532,434944,Scleritis
HP:0010442,74740,Polydactyly
HP:0000648,372914,Optic atrophy
HP:0000873,30968,Diabetes insipidus
HP:0000852,4239780,Pseudohypoparathyroidism
HP:0000133,201951,Gonadal dysgenesis
HP:0009829,4119283,Phocomelia
HP:0033667,4027314,Mental health impairment
HP:0033667,436222,Altered mental status
HP:0012879,4088757,Anejaculation
HP:0000851,133728,Congenital hypothyroidism
HP:0000851,4314093,Congenital iodine deficiency syndrome
HP:0025089,45757414,Vomiting fecal matter
HP:0500005,442764,Anal pain
HP:0012330,198199,Pyelonephritis
HP:0000204,133861,Cleft lip
HP:0100759,74731,Hypertrophic osteoarthropathy
HP:0100759,134746,Finger clubbing
HP:0031259,4328350,Oophoritis
HP:0002917,4098604,Hypomagnesemia
HP:0100247,194475,Hiccoughs
HP:0002883,316814,Hyperventilation
HP:0012370,4176298,Hyperplasia of zygomatic bone
HP:0033839,4270932,Pain in testicle
HP:0007709,436695,Band-shaped keratopathy
HP:0003761,4280820,Calcinosis
HP:0001909,317510,Leukemia
HP:0040223,4301606,Pulmonary hemorrhage
HP:0002390,4129783,Spinal arteriovenous malformation
HP:0001684,434467,Ostium secundum type atrial septal defect
HP:0000620,439025,Dacryocystitis
HP:0030811,441334,Glossodynia
HP:0001941,435517,Acidosis
HP:0002587,4312477,Projectile vomiting
HP:0040297,133859,Preauricular cyst
HP:0030840,4090553,Ankle pain
HP:0001374,4167532,Congenital dislocation of hip
HP:0000968,134757,Ectodermal dysplasia
HP:0001334,440700,Communicating hydrocephalus
HP:0000465,23304,Neck webbing
HP:0001520,434758,Exceptionally large at birth
HP:0031684,195834,Atherosclerosis of renal artery
HP:0003614,4029731,Trimethylaminuria
HP:0012764,315361,Orthopnea
HP:0001392,194984,Disease of liver
HP:0410138,139100,Vibratory urticaria
HP:0010464,4290923,Streak ovary
HP:0004791,25844,Ulcer of esophagus
HP:0004791,31610,Disorder of esophagus
HP:0000206,436147,Glossitis
HP:0032141,134159,Precordial pain
HP:0100543,443432,Impaired cognition
HP:0011887,437867,Choroidal hemorrhage
HP:0410147,195309,Eosinophilic gastritis
HP:0001806,4328079,Onycholysis
HP:0011418,442171,Vasa previa
HP:0001096,380397,Keratoconjunctivitis
HP:0025263,4093672,Knee stiff
HP:0001698,4161701,Pericardial effusion
HP:0033564,4148876,Stasis dermatitis
HP:0030688,4036184,Increased glucagon level
HP:0003571,4289321,Propionic acidemia
HP:0006280,195596,Chronic pancreatitis
HP:0011741,437836,Secondary hyperaldosteronism
HP:0001537,4245842,Umbilical hernia
HP:0001250,4029498,Seizure disorder
HP:0001250,380378,Epilepsy
HP:0001250,377091,Seizure
HP:0003234,4228429,Carnitine deficiency
HP:0012727,36717267,Ectasia of thoracic aorta
HP:0012727,443622,Aneurysm of thoracic aorta
HP:0000130,201388,Congenital uterine anomaly
HP:0020083,4220002,Furuncle
HP:0005764,74125,Inflammatory polyarthropathy
HP:0025428,260131,Disorder of bronchus
HP:0025428,256717,Bronchospasm
HP:0002716,315085,Lymphadenopathy
HP:0001750,434146,Common ventricle
HP:0001558,77619,Reduced fetal movement
HP:0005191,4243373,Congenital dislocation of knee
HP:0007185,372448,Loss of consciousness
HP:0001373,74726,Dislocation of joint
HP:0003141,4134862,Familial hypercholesterolemia
HP:0001762,438242,Talipes equinovarus
HP:0000674,440438,Anodontia
HP:0000544,374041,External ophthalmoplegia
HP:0000544,379027,Progressive external ophthalmoplegia
HP:0000821,140673,Hypothyroidism
HP:0000501,437541,Glaucoma
HP:0001706,314370,Endocardial fibroelastosis
HP:0003118,438123,Adrenocortical hyperfunction
HP:0003118,195212,Hypercortisolism
HP:0004431,4083784,Complement deficiency disease
HP:0025643,4218724,Perineurial cyst
HP:0009796,4178668,Branchial cleft anomaly
HP:0009796,23567,Branchial cleft cyst
HP:0007763,441555,Retinal telangiectasia
HP:0032408,80767,Breast lump
HP:0032435,201136,Omphalitis of the newborn
HP:0000829,140362,Hypoparathyroidism
HP:0001087,40403168,Congenital glaucoma
HP:0001087,374139,Buphthalmos
HP:0030854,436133,Scleral staphyloma
HP:0008682,444044,Acute tubular necrosis
HP:0031179,441130,Meningeal irritation
HP:0001838,4006600,Congenital vertical talus
HP:0030261,4005593,Aplasia of penis
HP:0100812,4195873,Breath smells unpleasant
HP:0004936,444247,Venous thrombosis
HP:0500050,375250,Retinopathy of prematurity stage 1 - demarcation line
HP:0025388,4030041,Thyroid nodule
HP:0000771,4168447,Gynecomastia
HP:0001999,439394,Congenital anomaly of face
HP:0011105,434004,Hypervolemia
HP:0100504,432580,Ariboflavinosis
HP:0008736,198850,Congenital hypoplasia of penis
HP:0025095,4328356,Sneezing
HP:0000126,433811,Hydronephrosis
HP:0011123,133835,Eczema
HP:0011123,45766714,Inflammatory dermatosis
HP:0001876,432881,Pancytopenia
HP:0001639,4124693,Hypertrophic cardiomyopathy
HP:0001639,316428,Hypertrophic obstructive cardiomyopathy
HP:0001924,432282,Sideroblastic anemia
HP:0004398,4027663,Peptic ulcer
HP:0012584,4151867,Bilateral renal hypoplasia
HP:0034159,75910,Osteitis deformans
HP:0011715,321315,Trifascicular block
HP:0041093,4185564,Beau's lines
HP:0025654,4289303,Placenta accreta
HP:0100545,317305,Stricture of artery
HP:0001149,4263345,Lattice corneal dystrophy
HP:0001953,443727,Diabetic ketoacidosis
HP:0011416,4145335,Placental infarct
HP:0030766,380733,Otalgia
HP:0010958,4223016,Oligohydramnios sequence
HP:0000407,374366,Sensorineural hearing loss
HP:0012158,37109512,Dissection of carotid artery
HP:0030447,4100425,Merkel cell carcinoma
HP:0033543,4209423,Nicotine dependence
HP:0033543,437264,Tobacco dependence syndrome
HP:0002797,78308,Osteolysis
HP:0000017,40304526,Nocturia
HP:0011553,4100733,Discordant atrioventricular connection
HP:0001839,4003820,Split foot
HP:0002789,317376,Tachypnea
HP:0001141,4288370,Severe visual impairment
HP:0002138,432923,Subarachnoid hemorrhage
HP:0030802,45763762,Retraction of lower eyelid
HP:0010750,374358,Excess skin of eyelid
HP:0000555,373461,Leukocoria
HP:0025144,434490,Chill
HP:0100716,4092411,Self-injurious behavior
HP:0002578,195847,Gastroparesis syndrome
HP:0000212,4182983,Gingival enlargement
HP:0003835,4134181,Subluxation of shoulder joint
HP:0030069,373152,Primary central nervous system lymphoma
HP:0004947,4234480,Arteriovenous fistula
HP:0012231,374640,Serous retinal detachment
HP:0046504,436246,Reduced libido
HP:0025259,4093193,Elbow stiff
HP:0034269,4155070,Vaginal discharge
HP:0041167,4129393,Fracture of cervical spine
HP:0012804,373202,Corneal ulcer
HP:0012513,4009890,Pain in upper limb
HP:0000023,4288544,Inguinal hernia
HP:0000776,4066010,Congenital diaphragmatic hernia
HP:0000776,201061,Diaphragmatic hernia
HP:0001371,4069933,Flexion deformity
HP:0001371,4208264,Muscle contracture
HP:0001371,73290,Contracture of joint
HP:0005575,197253,Hemolytic uremic syndrome
HP:0004836,4002497,"Acute promyelocytic leukemia, FAB M3"
HP:0008028,376115,Cystoid macular retinal degeneration
HP:0011724,4154303,Uhl's disease
HP:0033351,28974,Candidiasis of the esophagus
HP:0030828,314754,Wheezing
HP:0001627,312723,Congenital heart disease
HP:0007898,373756,Exudative retinopathy
HP:0002592,4265600,Gastric ulcer
HP:0001562,434111,Oligohydramnios
HP:0000808,4005591,"Hypospadias, penoscrotal"
HP:0030015,442749,Inhibited female orgasm
HP:0002595,46272242,Intestinal obstruction co-occurrent and due to decreased peristalsis
HP:0200123,200763,Chronic hepatitis
HP:0001325,380688,Hypoglycemic coma
HP:0004828,4003186,Refractory anemia with ringed sideroblasts (clinical)
HP:0006688,313792,Paroxysmal tachycardia
HP:0100785,436962,Insomnia
HP:0002011,376106,Disorder of the central nervous system
HP:0200120,4026125,Chronic active hepatitis
HP:0000478,372424,Congenital anomaly of eye
HP:0000478,375252,Disorder of eye
HP:0006702,37115756,Dissection of coronary artery
HP:0002090,255848,Pneumonia
HP:0032282,134438,Contact dermatitis
HP:0006511,437904,Laryngeal spasm
HP:0001128,4246581,Malposition of eyelashes
HP:0000076,197036,Vesicoureteric reflux
HP:0025608,376699,Cicatricial ectropion
HP:0031952,4119307,Neurogenic claudication
HP:0007325,373462,Fragments of torsion dystonia
HP:0012119,432882,Methemoglobinemia
HP:0011450,4028070,Infectious disease of central nervous system
HP:0002043,4268622,Stricture of esophagus
HP:0100003,4001666,Mesothelioma of peritoneum
HP:0000047,196528,Hypospadias
HP:0005186,4347302,Synovial hypertrophy
HP:0003048,4218991,Subluxation of radial head
HP:0032256,433134,Histoplasmosis
HP:0100890,4260364,Choledochal cyst
HP:0001279,135360,Syncope
HP:0001279,4206148,Syncope and collapse
HP:0032660,373748,Grand mal status
HP:0001254,4061577,Lethargy
HP:0002745,138466,Leukoplakia of oral mucosa
HP:0025188,436403,Retinal vasculitis
HP:0030834,4166666,Shoulder pain
HP:0001336,441553,Myoclonus
HP:0001132,376123,Subluxation of lens
HP:0031274,4192647,Hypovolemic shock
HP:0002756,73571,Pathological fracture
HP:0005857,4136209,Spina bifida of cervical region
HP:0000085,4219152,Horseshoe kidney
HP:0100632,4088076,Congenital sequestration of lung
HP:0001629,434462,Ventricular septal defect
HP:0500077,372650,Alternating hyperphoria
HP:0002019,75860,Constipation
HP:0000012,200845,Urgent desire to urinate
HP:0000012,37206607,Overactive bladder
HP:0000012,76153,Low compliance bladder
HP:0002762,4113600,Multiple congenital exostosis
HP:0011426,43021730,Fetal choroid plexus cyst
HP:0031287,40568467,Seborrheic keratosis
HP:0031287,141932,Senile hyperkeratosis
HP:0033788,442576,Hypercementosis
HP:0000840,196369,Adrenogenital disorder
HP:0003244,4005933,"Hypospadias, penile"
HP:0040188,441103,Juvenile osteochondritis
HP:0001789,4173169,Hydrops fetalis
HP:0003076,434164,Glycosuria
HP:0009806,438476,Nephrogenic diabetes insipidus
HP:0012387,256451,Bronchitis
HP:0000526,440195,Congenital aniridia
HP:0001626,134057,Disorder of cardiovascular system
HP:0030516,372897,Homonymous hemianopia
HP:0033993,372547,Viral encephalitis
HP:0000707,374142,Congenital anomaly of nervous system
HP:0002861,4162276,Malignant melanoma
HP:0001287,435785,Meningitis
HP:0030151,195856,Cholangitis
HP:0034004,46270715,Parosmia
HP:0033375,252946,Coal workers' pneumoconiosis
HP:0100847,4100184,Pustular psoriasis of palms and soles
HP:0000619,439278,Convergence insufficiency
HP:0012327,194393,Celiac artery compression syndrome
HP:0002204,440417,Pulmonary embolism
HP:0000912,78863,Congenital elevation of scapula
HP:0000759,4117779,Peripheral nerve disease
HP:0000759,4175154,Disorder of the peripheral nervous system
HP:0000992,4331304,Photodermatitis
HP:0002740,440320,Infection due to Escherichia coli
HP:0002953,4222001,Collapse of vertebra
HP:0100582,42537252,Polyp of nasal cavity
HP:0005562,4113451,Multiple renal cysts
HP:0011958,4335996,Retinal dialysis
HP:0011958,376971,Retinal defect
HP:0011785,135778,Toxic multinodular goiter
HP:0025572,440404,Stenosis of lacrimal punctum
HP:0001103,4208223,Disorder of macula of retina
HP:0100777,45757591,Osteophyte of bone
HP:0100777,72715,Exostosis
HP:0012819,314383,Myocarditis
HP:0002590,192357,Paralytic ileus
HP:0001249,40277917,Intellectual disability
HP:0001249,4084409,Low intelligence
HP:0007479,4003980,Lamellar ichthyosis
HP:0007479,4145173,Harlequin fetus
HP:0004976,4238518,Traumatic dislocation of knee joint
HP:0000013,4147753,Infantile uterus
HP:0002653,4129418,Bone pain
HP:0011705,314379,First degree atrioventricular block
HP:0001126,4268276,Cryptophthalmos
HP:0033589,4091513,Passing flatus
HP:0007477,141404,Abnormal dermatoglyphic pattern
HP:0033404,192673,Vascular insufficiency of intestine
HP:0001511,80204,Fetal growth restriction
HP:0032379,4080921,Polymorphous light eruption
HP:0032966,4286497,Centriacinar emphysema
HP:0025676,43021728,Fetal pleural effusion
HP:0005294,46272492,Dissection of artery
HP:0000956,4299544,Acanthosis nigricans
HP:0000956,140489,Acquired acanthosis nigricans
HP:0012189,4038835,Hodgkin's disease (clinical)
HP:0012189,4041797,Hodgkin's granuloma (clinical)
HP:0012189,4038839,"Hodgkin lymphoma, nodular lymphocyte predominance (clinical)"
HP:0012189,4038840,Hodgkin's sarcoma (clinical)
HP:0006802,374631,Motor neuron disease
HP:0006802,381275,Anterior horn cell disease
HP:0012721,4175582,Congenital abnormality of vein
HP:0002355,439405,Walking disability
HP:0002355,36714126,Difficulty walking
HP:0003768,4061074,Periodic paralysis
HP:0011891,443929,Postpartum hemorrhage
HP:0012020,4009628,Right aortic arch
HP:0006775,437233,Multiple myeloma
HP:0000938,4195039,Osteopenia
HP:0000938,4303996,Marchiafava-Bignami disease
HP:0007777,433196,Chorioretinal scar
HP:0200151,4246283,Cutaneous mastocytosis
HP:0011413,72377,Shoulder girdle dystocia
HP:0032807,380533,Convulsions in the newborn
HP:0012378,4223659,Fatigue
HP:0010305,4307807,Caudal dysplasia sequence
HP:0000621,379020,Entropion
HP:0002353,4168553,Electroencephalogram abnormal
HP:0031368,193242,Perforation of intestine
HP:0041162,4048393,Fracture of foot
HP:0041162,435644,Metatarsal bone fracture
HP:0006101,4097018,Webbed fingers
HP:0006101,75916,Simple syndactyly of fingers
HP:0001998,23034,Neonatal hypoglycemia
HP:0000999,133547,Pyoderma
HP:0009730,4120309,Rhabdomyoma
HP:0001605,261599,Vocal cord paralysis
HP:0100829,79884,Galactorrhea not associated with childbirth
HP:0011886,432904,Hyphema
HP:0001271,4174262,Polyneuropathy
HP:0031469,4120401,Low self-esteem
HP:0011851,258449,Hemopericardium
HP:0001539,4077297,Congenital omphalocele
HP:0002321,433316,Dizziness and giddiness
HP:0002321,381035,Vertigo of central origin
HP:0002321,439383,Vertigo
HP:0002321,4223938,Dizziness
HP:0002102,78786,Pleurisy
HP:0001973,4137430,Idiopathic thrombocytopenic purpura
HP:0008207,4160059,Primary adrenocortical insufficiency
HP:0041200,4211244,Fracture of sternal end of clavicle
HP:0000577,377294,Exotropia
HP:0030666,433471,Retinal neovascularization
HP:0100753,4100365,Schizophrenic disorders
HP:0100753,435783,Schizophrenia
HP:0012594,4195061,Microalbuminuria
HP:0001943,24609,Hypoglycemia
HP:0002027,200219,Abdominal pain
HP:0000858,196168,Irregular periods
HP:0011838,4308071,Sclerodactyly
HP:0033180,441068,Torsion of appendix of testis
HP:0031775,381862,Paralytic strabismus
HP:0000610,432620,Disorder of choroid of eye
HP:0100677,436140,Vulval varices
HP:0000230,138176,Acute gingivitis
HP:0000230,4281516,Gingivitis
HP:0002780,4183857,Bronchomalacia
HP:0009589,380975,Neurofibromatosis type 2
HP:0002584,46273183,Intestinal hemorrhage
HP:0002311,441417,Incoordination
HP:0002311,4114624,Coordination problem
HP:0011841,433225,Ventricular flutter
HP:0008222,201909,Female infertility
HP:0002206,4197819,Fibrosis of lung
HP:0012578,252365,Membranous glomerulonephritis
HP:0004755,4275423,Supraventricular tachycardia
HP:0031623,4087800,Ptosis of eyebrow
HP:0033150,4326601,Anorectal abscess
HP:0031846,442560,Fracture of femur
HP:0030017,193261,Vaginospasm
HP:0200056,372907,Scarred macula
HP:0100026,4119780,Congenital arteriovenous malformation
HP:0002256,193252,Diverticulosis of small intestine
HP:0032187,76472,Dysplasia of anus
HP:0030075,4001670,Intraductal carcinoma in situ of breast
HP:0000845,4253197,Acromegaly
HP:0100002,4111917,Malignant mesothelioma of pleura
HP:0001596,133280,Alopecia
HP:0033254,200773,Stenosis of rectum and anus
HP:0041164,4135751,Fracture of talus
HP:0002812,81402,Congenital coxa vara
HP:0000517,373785,Disorder of lens
HP:0001929,437256,Hereditary factor XI deficiency disease
HP:0001621,40326053,Dysphonia
HP:0004334,134118,Atrophic condition of skin
HP:0008661,195590,Urethral stricture
HP:0040264,4168686,Jaw pain
HP:0025584,379029,Hypotropia
HP:0001640,314658,Cardiomegaly
HP:0001059,375552,Pterygium
HP:0002573,443530,Hematochezia
HP:0011227,37108742,Elevated C-reactive protein
HP:0003994,4054058,Traumatic dislocation of joint of wrist
HP:0003994,3654438,Dislocation of wrist
HP:0010492,438251,Syndactyly of fingers with fusion of bones
HP:0002821,4234127,Charcot's arthropathy
HP:0002821,74723,Arthropathy associated with a neurological disorder
HP:0025262,4097159,Hip stiff
HP:0005293,321596,Peripheral venous insufficiency
HP:0000024,194997,Prostatitis
HP:0004326,134765,Cachexia
HP:0006510,255573,Chronic obstructive lung disease
HP:0009763,138525,Pain in limb
HP:0031615,439018,Hypopyon
HP:0011856,437839,Pica
HP:0010735,76801,Polyostotic fibrous dysplasia of bone
HP:0025260,4093673,Wrist stiff
HP:0001084,4009186,Arcus senilis
HP:0033690,4198081,Retrograde amnesia
HP:0002040,24966,Esophageal varices
HP:0100014,379010,Epiretinal membrane
HP:0002913,439142,Myoglobinuria
HP:0002605,4337543,Hepatic necrosis
HP:0001028,441818,Hemangioma
HP:0009775,45772918,Amniotic adhesion
HP:0011423,4253927,Hyperchloremia
HP:0011108,4110492,Recurrent sinusitis
HP:0011567,4316879,Sinus venosus atrial septal defect
HP:0004749,314665,Atrial flutter
HP:0100778,4149583,Cryoglobulinemia
HP:0011857,4216139,Plasmacytoma
HP:0002758,80180,Osteoarthritis
HP:0100566,4302582,Amyelia
HP:0000998,443793,Hypertrichosis
HP:0002893,4116211,Pituitary adenoma
HP:0002349,43530626,Simple partial seizure
HP:0033823,4312034,Mediastinal mass
HP:0500006,195862,Urethritis
HP:0500006,201792,Nongonococcal urethritis
HP:0012032,440358,Lipoma (clinical)
HP:0004950,321052,Peripheral vascular disease
HP:0004950,3654996,Peripheral arterial disease
HP:0002836,197667,Exstrophy of bladder sequence
HP:0040154,4241223,Hidradenitis suppurativa
HP:0002323,377368,Anencephalus
HP:0009921,376989,Duane's syndrome
HP:0031281,29056,Sialoadenitis
HP:0025127,138825,Actinic keratosis
HP:0100614,73001,Myositis
HP:0000819,201820,Diabetes mellitus
HP:0001259,380834,Coma
HP:0006226,4242103,Osteoarthrosis of the carpometacarpal joint of the thumb
HP:0002900,437833,Hypokalemia
HP:0002097,4169883,Emphysema
HP:0002097,261325,Pulmonary emphysema
HP:0001890,441269,Autoimmune hemolytic anemia
HP:0001041,136773,Rosacea
HP:0100594,4078921,Esophageal web
HP:0000034,4131791,Hydrocele of testis
HP:0009027,4264617,Foot-drop
HP:0001278,319041,Orthostatic hypotension
HP:0030812,28457,Hypertrophy of tonsils
HP:0034286,438350,Pneumocystosis
HP:0001051,137053,Seborrheic dermatitis
HP:0002749,432594,Osteomalacia
HP:0012397,312934,Atherosclerosis of aorta
HP:0012121,439014,Panuveitis
HP:0011496,4081488,Vascularization of cornea
HP:0011496,377868,Corneal pannus
HP:0001716,4057008,Accelerated atrioventricular conduction
HP:0001716,313224,Anomalous atrioventricular excitation
HP:0001123,377286,Visual field defect
HP:0001746,4244020,Congenital absence of spleen
HP:0001732,192963,Disorder of pancreas
HP:0004923,4287416,Hyperphenylalaninemia
HP:0010864,432898,Severe intellectual disability
HP:0000988,140214,Eruption
HP:0100503,441266,Thiamine deficiency
HP:0002720,433171,Selective immunoglobulin A deficiency
HP:0001399,4245975,Hepatic failure
HP:0002652,4023985,Skeletal dysplasia
HP:0000793,433257,Mesangiocapillary glomerulonephritis
HP:0007475,4110127,Bullous ichthyosiform erythroderma
HP:0000509,379019,Conjunctivitis
HP:0410019,197381,Epigastric pain
HP:0000202,134144,Cleft palate with cleft lip
HP:0006749,4028253,Neoplasm of digestive system
HP:0006749,196931,Neoplasm of digestive tract
HP:0010749,375551,Blepharochalasis
HP:0012163,4121629,Carotid artery aneurysm
HP:0008722,196156,Urethral diverticulum
HP:0025269,4021498,Panic attack
HP:0031671,36714994,Typical atrial flutter
HP:0006897,381572,Abducens nerve palsy
HP:0004808,140352,"Acute myeloid leukemia, disease"
HP:0025024,198465,"Megacolon, not Hirschsprung's"
HP:0100606,252280,Neoplasm of respiratory tract
HP:0100606,40491439,Tumor of respiratory system
HP:0100021,4134120,Cerebral palsy
HP:0005558,140057,Chronic leukemia
HP:0011974,140064,Myelosclerosis with myeloid metaplasia
HP:0011974,133169,Myelofibrosis
HP:0012878,4036117,Late ejaculation
HP:0002442,434340,Developmental arithmetic disorder
HP:0003251,198197,Male infertility
HP:0200023,315586,Priapism
HP:0010524,4173136,Agnosia
HP:0000077,195363,Congenital anomaly of the kidney
HP:0003077,432867,Hyperlipidemia
HP:0031258,373995,Delirium
HP:0000185,4109045,Cleft of soft palate
HP:0001055,138346,Erysipelas
HP:0001541,200528,Ascites
HP:0000221,441896,Plicated tongue
HP:0001695,321042,Cardiac arrest
HP:0012199,381278,Cluster headache
HP:0012199,378145,Chronic cluster headache
HP:0030998,435805,Cerebrospinal fluid rhinorrhea
HP:0000538,436702,Pseudopapilledema
HP:0100634,434300,Neuroendocrine tumor
HP:0007418,4056343,Alopecia totalis
HP:0041222,436209,Fracture of fibula
HP:0012395,256439,Allergic rhinitis due to pollen
HP:0012395,4280726,Seasonal allergic rhinitis
HP:0030009,436740,Cervical incompetence
HP:0001155,4182643,Deformity of hand
HP:0004746,36717583,Dense deposit disease
HP:0000712,4078201,Mood swings
HP:0031218,4207539,Syndrome of inappropriate vasopressin secretion
HP:0006517,435853,Pulmonary alveolar proteinosis
HP:0025031,198249,Congenital anomaly of digestive system
HP:0001260,4196636,Dysarthria
HP:0002023,4002465,Imperforate anus
HP:0005943,317109,Respiratory arrest
HP:0001873,432870,Thrombocytopenic disorder
HP:0100309,439040,Subdural hemorrhage
HP:0011171,377101,Simple febrile seizure
HP:0002721,433740,Immunodeficiency disorder
HP:0003535,4030504,3-Methylglutaconic aciduria
HP:0030076,4001315,Lobular carcinoma in situ of breast
HP:0500095,434219,Food anaphylaxis
HP:0011110,23220,Chronic tonsillitis
HP:0000757,4085584,Lack of insight
HP:0012669,436392,Carotid sinus syncope
HP:0011708,313780,Mobitz type II atrioventricular block
HP:0002385,4081615,Paraparesis
HP:0008251,4172997,Neonatal goiter
HP:0025245,4112141,Cyst of skin
HP:0025508,4083305,Gottron's papules
HP:0001798,4053285,Anonychia
HP:0002015,31317,Dysphagia
HP:0004905,438114,Vitamin A deficiency
HP:0025342,437540,Central retinal artery occlusion
HP:0030953,377283,Conjunctival hyperemia
HP:0007530,4300110,Punctate palmoplantar keratoderma
HP:0032541,4041695,Knuckle pads
HP:0009798,141825,Simple goiter
HP:0100819,196160,Fistula of intestine
HP:0011815,432419,Encephalocele
HP:0031807,314617,Basophilia
HP:0000739,441542,Anxiety
HP:0006516,444084,Extrinsic allergic alveolitis
HP:0001396,201066,Obstruction of bile duct
HP:0008124,4147373,Talipes calcaneovarus
HP:0011848,4322528,Abdominal colic
HP:0002840,316084,Lymphadenitis
HP:0002840,313989,Chronic lymphadenitis
HP:0002840,318222,Acute lymphadenitis
HP:0032368,4323825,Acidemia
HP:0001283,436684,Progressive bulbar palsy
HP:0008200,136934,Primary hyperparathyroidism
HP:0000486,377870,Heterotropia
HP:0000486,4329707,Strabismus
HP:0041168,4129394,Fracture of lumbar spine
HP:0000246,4283893,Sinusitis
HP:0012393,40589905,Allergic reaction
HP:0012393,43530807,Allergic disposition
HP:0025186,4197114,Jaw-winking syndrome
HP:0031047,4002359,Monoclonal gammopathy (clinical)
HP:0001395,4267417,Hepatic fibrosis
HP:0030839,4150062,Knee pain
HP:0010447,193807,Anorectal fistula
HP:0010447,37203984,Anal fistula
HP:0012585,4058977,Atrophy of kidney
HP:0005112,198177,Abdominal aortic aneurysm
HP:0007902,315276,Vitreous hemorrhage
HP:0002014,196523,Diarrhea
HP:0030502,381282,Retinoschisis
HP:0005160,432432,Total anomalous pulmonary venous return
HP:0034205,378848,Iniencephaly
HP:0002639,196715,Budd-Chiari syndrome
HP:0025607,4317981,Upper eyelid entropion
HP:0001949,45769152,Bartter syndrome
HP:0001394,4064161,Cirrhosis of liver
HP:0000141,443800,Amenorrhea
HP:0031657,319927,Heart sounds abnormal
HP:0032202,4161430,Dysplasia of vulva
HP:0001701,4138837,Pericarditis
HP:0025126,4215982,Oral hairy leukoplakia
HP:0033676,436676,Posttraumatic stress disorder
HP:0032262,253954,Pulmonary tuberculosis
HP:0032262,45771090,Respiratory tuberculosis
HP:0002561,4088768,Absent nipple
HP:0004439,4103387,Crouzon syndrome
HP:0040183,440695,Encopresis
HP:0025653,4103298,Placenta percreta
HP:0032545,200215,Abdominal rigidity
HP:0002110,256449,Bronchiectasis
HP:0000160,140520,Microstomia
HP:0002875,4263848,Dyspnea on exertion
HP:0012384,4320791,Rhinitis
HP:0012459,43530640,Hypnic headache
HP:0012047,4163899,Day blindness
HP:0008672,201620,Kidney stone
HP:0002077,381549,Migraine with aura
HP:0000473,376387,Spasmodic torticollis
HP:0000558,4171022,Rieger syndrome
